,Название тура,Цена,Локация,Приб/отб,Рейтинг,Кол-во оценок,Сложность,Комфорт,Url,Тэги,Длительность,Место прожив.,Размер группы,Мин. возраст,Место встречи
66_3,Восхождение на Ключевскую сопку на Камчатке,165000,Камчатка,"['2024-08-04', '2024-08-16']",5,1,0.75,"Базовый
Простой",https://bolshayastrana.com/kamchatka/voshozhdenie-na-klyuchevskuyu-sopku-na-kamchatke-249101,"['Восхождения', 'Пешие туры']",13 дней,Палатка,До 5 человек,18 лет,"Камчатский край, Петропавловск-Камчатский"
66_6,Вулканы Камчатки: активный тур без рюкзаков,93000,Камчатка,"['2024-07-28', '2024-08-04']",5,11,0.5,"Базовый
Простой",https://bolshayastrana.com/kamchatka/vulkany-kamchatki-aktivnyj-tur-bez-ryukzakov-232865,"['Экскурсионные туры', 'Восхождения']",8 дней,Гостевой дом,До 18 человек,12 лет,"Камчатский край, Петропавловск-Камчатский"
66_7,Енисейский меридиан. Диксон – Круиз по Енисею,230500,Сибирь,"['2024-08-05', '2024-08-21']",4.8,35,0.5,Средний,https://bolshayastrana.com/sibir/enisejskij-meridian-dikson-kruiz-po-eniseyu-55424,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",17 дней,Гостиница,До 8 человек,7 лет,"Красноярский край, городской округ Норильск, аэропорт Норильск (Алыкель) имени Н.Н. Урванцева"
66_10,"Золотого кольца переливы: Владимир, Суздаль, Александров",24900,Владимирская область,"['2024-06-06', '2024-06-09']",4.9,62,0.25,Выше среднего,https://bolshayastrana.com/vladimirskaya-oblast/zolotogo-kolca-letnie-perelivy-vladimir-suzdal-aleksandrov-18343,['Экскурсионные туры'],4 дня,Гостиница,До 17 человек,12 лет,"Россия, Москва"
66_11,Манарага — царица Уральских гор. На вертолете на Приполярный Урал,149900,Урал,"['2024-08-09', '2024-08-16']",5,4,1.0,"Базовый
Простой",https://bolshayastrana.com/ural/manaraga-carica-uralskih-gor-na-vertolete-na-pripolyarnyj-ural-17086,"['Комбинированные туры', 'Вертолетные туры', 'Пешие туры', 'Сплавы', 'Восхождения']",8 дней,Турбаза или Палатка,До 17 человек,12 лет,г. Нягань
66_12,Солнце. Лето. Байкал,93490,Байкал,"['2024-08-10', '2024-08-16']",5,7,0.25,Выше среднего,https://bolshayastrana.com/bajkal/solnce-leto-bajkal-247416,['Экскурсионные туры'],7 дней,Гостиница,До 8 человек,3 года,Иркутск
66_13,"Великие Луки, Полибино, Торопец, Наумово: земля, рождающая гениев",11900,Серебряное кольцо,"['2024-05-25', '2024-05-26']",4.9,61,0.25,Средний,https://bolshayastrana.com/pskovskaya-oblast/velikie-luki-polibino-toropec-naumovo-zemlya-rozhdayushchaya-geniev-238292,['Экскурсионные туры'],2 дня,Гостиница,До 17 человек,10 лет,"Псковская область, Великие Луки"
66_14,Поход из Архыза в Домбай,35000,Архыз,"['2024-08-10', '2024-08-18']",4.9,14,0.75,"Базовый
Простой",https://bolshayastrana.com/arhyz/pohod-iz-arhyza-v-dombaj-17024,['Пешие туры'],9 дней,Палатка,До 17 человек,16 лет,г. Невинномысск
66_16,Конное путешествие в край лесных озер,33000,Ивановская область,"['2024-08-12', '2024-08-19']",5,5,0.5,Базовый,https://bolshayastrana.com/ivanovskaya-oblast/konnoe-puteshestvie-v-kraj-lesnyh-ozer-17107,['Конные туры'],8 дней,Палатка,До 8 человек,10 лет,п. Палех
66_17,К Чуйским белкАм. Авто-пеший тур,47100,Алтай,"['2024-08-14', '2024-08-18']",4.9,28,0.75,Простой,https://bolshayastrana.com/altaj/k-chujskim-belkam-avto-peshij-tur-230330,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",5 дней,Гостевой дом,До 10 человек,10 лет,"Республика Алтай, Горно-Алтайск"
66_19,Приключения в Адыгее и отдых на Черном море,44000,Адыгея,"['2024-06-02', '2024-06-14']",4.8,92,0.25,Средний,https://bolshayastrana.com/adygeya/priklyucheniya-v-adygee-i-otdyh-na-chernom-more-185237,"['Комбинированные туры', 'Сплавы', 'Конные туры', 'Каньонинг', 'Экскурсионные туры']",13 дней,Гостиница или Гостевой дом,До 20 человек,5 лет,"Россия, Краснодар"
66_20,Черноморская сказка. Геотермальные источники в Адыгее и отдых на море,57000,Адыгея,"['2024-06-02', '2024-06-14']",4.8,91,0.25,"Простой
Средний",https://bolshayastrana.com/adygeya/chernomorskaya-skazka-geotermalnye-istochniki-v-adygee-i-otdyh-na-more-244404,"['Комбинированные туры', 'Экскурсионные туры']",13 дней,Гостевой дом или Турбаза или Гостиница,До 20 человек,3 года,"Россия, Краснодар"
66_21,"Гастрономический фестиваль «Эх, лук-лучок» в Ивановской области",21250,Ивановская область,"['2024-08-30', '2024-09-01']",4.8,4,0.25,Выше среднего,https://bolshayastrana.com/ivanovskaya-oblast/gastronomicheskij-festival-ehh-luk-luchok-234703,['Экскурсионные туры'],3 дня,Гостиница,До 16 человек,10 лет,"Ивановская область, Шуя"
67_0,Экспедиция на озеро Танцующих Хариусов и озеро Джека Лондона,89000,Магаданская область,"['2024-09-04', '2024-09-14']",5,18,0.75,Базовый,https://bolshayastrana.com/magadanskaya-oblast/ehkspediciya-na-ozero-tancuyushchih-hariusov-i-ozero-dzheka-londona-17023,"['Экспедиции', 'Пешие туры', 'Восхождения']",11 дней,Палатка,До 20 человек,16 лет,г. Магадан
67_2,Праздник Волжского бульвара,15300,Ивановская область,"['2024-09-06', '2024-09-07']",4.8,4,0.25,Выше среднего,https://bolshayastrana.com/ivanovskaya-oblast/prazdnik-volzhskogo-bulvara-234666,['Экскурсионные туры'],2 дня,Гостиница,До 16 человек,10 лет,"Ивановская область, Кинешма"
67_3,Приморский край. Активный тур без рюкзаков и палаток,125000,Приморье,"['2024-09-08', '2024-09-19']",5,11,0.5,Простой,https://bolshayastrana.com/primore/primorskij-kraj-aktivnyj-tur-bez-ryukzakov-i-palatok-22273,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Восхождения']",12 дней,Гостевой дом,До 14 человек,10 лет,"Приморский край, Владивосток"
67_7,Треккинг от пещерных городов до Черного моря,25000,Крым,"['2024-09-15', '2024-09-21']",4.9,13,0.5,Базовый,https://bolshayastrana.com/krym/trekking-ot-peshchernyh-gorodov-do-chernogo-morya-17029,['Пешие туры'],7 дней,Палатка,До 17 человек,12 лет,г. Симферополь
67_8,Путешествие по островам: Сахалин — Кунашир — Шикотан,193000,Сахалин и Курильские острова,"['2024-09-19', '2024-10-02']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/puteshestvie-po-ostrovam-sahalin-kunashir-shikotan-247529,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",14 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
67_9,Путешествие по островам: Кунашир и Шикотан,144000,Сахалин и Курильские острова,"['2024-09-21', '2024-09-30']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/puteshestvie-po-ostrovam-kunashir-i-shikotan-247549,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",10 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
67_10,Путешествие по островам Сахалин — Кунашир — Итуруп,227000,Сахалин и Курильские острова,"['2024-09-26', '2024-10-10']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/puteshestvie-po-ostrovam-sahalin-kunashir-iturup-84455,['Экскурсионные туры'],15 дней,Гостиница,До 25 человек,7 лет,"Россия, Сахалинская область, Южно-Сахалинск"
67_11,Левитановский пейзаж: Иваново – Плёс – Палех,24900,Ивановская область,"['2024-09-26', '2024-09-29']",4.9,61,0.25,Средний,https://bolshayastrana.com/ivanovskaya-oblast/levitanovskij-pejzazh-ivanovo-ples-palekh-17845,['Экскурсионные туры'],4 дня,Гостиница,До 17 человек,12 лет,"Россия, Иваново"
67_12,Яркая осень в Севастополе,18600,Крым,"['2024-10-03', '2024-10-06']",4.9,20,0.25,"Средний
Выше среднего",https://bolshayastrana.com/krym/yarkaya-osen-v-sevastopole-249048,['Экскурсионные туры'],4 дня,Гостиница,До 14 человек,6 лет,"Россия, Республика Крым, Симферополь"
